source,target
"From that time, the king had ruled out of this, without great difficulty",ចាប់ពីពេលនោះមកព្រះរាជាគ្រប់គ្រងរជាណាចាក្រ នេះ ដោយគ្មានភាពលំបាកអ្វីឱ្យធំដុំទៀតឡើយ
Polonnaruwa is the second city after the Son,ប៉ូឡូណ្ណារុវៈ(Polonnaruwa)ជាទីក្រុងទីពីរបន្ទាប់ពី អនុរាធបុរៈ
"This God is called Ear Thom Thoma, Sovanna, Sture, and Ratana - Manufacturers are also","ព្រះស្ថូបនេះ គេ ហៅថា មហាថូបា, សុវណ្ណមាលិចេតិយ និងរតន-មាលិស្ថូបាក៏មាន"
Topoothrevansia Bible has a clear comment on how and the number of God builds,គម្ពីរថូបវង្ស(Thupavansa)មាន អធិប្បាយច្បាស់លាស់ពីរបៀបនិងចំនួនការកសាង ព្រះស្ថូបនេះ
All four corners of the corner have many upls,ជ្រុងទាំងបួននៃព្រះចេតិយមានក្បាច់ក្បូរ ជាច្រើន
The courtyard of the pipeline is called the court,ទីធ្លាដែលគេក្រាលថ្មបន្ទះមានឈ្មោះថា ទីធ្លាសីលបត្តលៈ
(1) 1 Termination equal to 2 large,(១) ១ទោណស្មើនឹង២នាលធំៗ
Please read the scale at the end page,សូមអានខ្នាតរង្វាស់ នៅទំព័របញ្ចប់
"Below, the fields of imitality: There are four-footed corners of the premises with low walls, engravings",ខាងក្រោមទីធ្លាសីលបត្តលៈមានបរិវេណធ្វើ លើដីខ្សាច់ ជ្រុងទាំងបួននៃបរិវេណនោះមានជញ្ជាំង ទាបៗមានឆ្លាក់រូបដំរីជាច្រើន
And many elephants around the walls are to show that this chill is built on a help,ហើយការឆ្លាក់រូប ដំរីជាច្រើនជុំវិញជញ្ជាំងនេះ គឺគេចង់បង្ហាញថា ព្រះចេតិយនេះ កសាងឡើងដោយប្រើកំលាំងដំរី ទាំងឡាយជាជំនួយផងដែរ
"All an elephant has 1900 on the line of the line, each of the walls of 475",រូបដំរីទាំងអស់ មាន ចំនួន ១៩០០ ដែលនៅេលីជ្រុងជញ្ជាំងនីមួយ ៗ មានចំនួន៤៧៥
"Because of the use of elephant forces, so it is called Elephant Compound Wall",ព្រោះមានការប្រើប្រាស់កំលាំង ដំរីយ៉ាងដូច្នេះហើយ ទើបគេហៅថា ជញ្ជាំងដំរី (Elephant Compound)ដូច្នេះ
"In the Vannan Magnchakha, the stone of stone, and King of the stone, and the King of the stone.",នៅក្នុងទីធ្លាវត្តមានរូបសុវណ្ណមាលិកចេតិយ បូរាណធ្វើពីថ្ម១ និងរូបព្រះបាទ ទុដ្ឋគាមិនីអភ័យ ទ្រង់ឈរសំពះព្រះចេតិយ
"In the temple in the courtyard, four Buddha, who has enrished in this catch, and thee",រីឯក្នុងព្រះវិហារដែល ស្ថិតនៅក្នុងទីធ្លាវត្តវិញមានព្រះពុទ្ធរូបបួនព្រះអង្គ ដែលបានត្រាស់ដឹងក្នុងកប្បនេះ និងព្រះសិអារ្យ-មេត្រិយ
"These statues are very old, older",រូបសំណាកទាំងនេះ មានសភាពចាស់ ទ្រុឌទ្រោមមែនទែនទៅហើយ
"Sovanna, the tall, was 91 miles, and 90 meters in diameter",ព្រះសុវណ្ណមាលិកេចតិយនេះមានកំពស់៩១ ែមត៉្រ និងមានប្រែវងអង្កត់ផ្ចិត៩០ម៉ែត្រ
The top diamond top is the gift of Burma,កំពូល ដែលធ្វើពីពេជ្រផ្នែកខាងលើ គឺជាអំណោយរបស់ ប្រទេសភូមា
Sovann Maker is not far from the body,សុវណ្ណមាលិកចេតិយ ស្ថិតនៅមិន ឆ្ងាយប៉ុន្មានពីលោហប្រាសាទឡើយ
History recorded that King of 119-109 B.. Built a place for three battery mortgages,ប្រវត្តិដែល បានកត់ត្រាទុកថា ព្រះបាទ លជ្ជិតិស្ស (Lajjitissa) 119-109 B.C.បានកសាងទីសម្រាប់ដម្កល់វត្ថុបូជាពី ថ្មបាយម៉ាប៣កន្លែង
King Mahjnza Mahānāga built the surroundings of the yard from flat battery,ព្រះបាទមហាទថាកិមហានាគ (Mahādāthika Mahānāga) បានកសាងផ្នែកជុំវិញ នៃ ទីធ្លាពីថ្មសំប៉ែត
The stules were built in rice,ចេតិយនេះ គេបានកសាងជារាងពំនូកស្រូវ
"The Economic Priest, the Eceans (Agbo) II, the shrine was destroyed and rebuilt",ក្នុងរាជរ្យបស់ព្រះបាទអគ្គពោ(Agbo) II ចេតិយនេះ ត្រូវបានបំផ្លាញខ្ទេចខ្ទីអស់ ហើយបានកសាងជាថ្មី ឡើងវិញ
The calfs that exist today are the shrines that built in the CD1962,ព្រះចេតិយដែលមាននៅសព្វថ្ងៃនេះគឺ ជាចេតិយដែលបានកសាងនៅក្នុងគ.ស.១៨៦២
"Like the shrine, this is shrine after centuries in centuries",ដូចជាចេតិយបច្ចុប្បន្ននេះ គឺជាចេតិយបន្ទាប់ពីការ កសាងឡើងវិញក្នុងជាច្រើនសតវត្សរិ៍
This shrine is in the size of the diameter below 18m,ចេតិយនេះ មានទំហំអង្កត់ផ្ចិតខាងក្រោម១៨ម
The stupes are 3.5m from the ground,តួព្រះចេតិយ មានកំពស់៣.៥មពីដី
The campus surrounds with gray stone and has two pillars round the stream,បរិវេណជុំវិញក្រាលដោយ ថ្មពណ៌ប្រផេះ ហើយមានសសរថ្មពីរជួរព័ទ្ធជុំវិញ ចេតិយ
"The writings were built for the roof of the shrine, which showed a styling style of a pillow",សរសរថ្មទាំងនោះកសាងឡើង សម្រាប់ ទ្រដំបូលព្រះចេតិយ ដែលបានបង្ហាញឱ្យឃើញនូវ រចនាបថចេតិយឃរៈយ៉ាងពិតប្រាកដ
"The Rothball Lovāmahāhya  
 
The Rehabol is located between Sovanna, Karma Churches and Great Puos","លោហ មហាប្រាសាទ Lovāmahāpāya  
 
លោហ មហាប្រាសាទ ស្ថិតនៅចន្លោះសុវណ្ណមាលិកចេតិយ និងស្រីមហាពោធិ៍"
This monument is called the metal or castle made of metal,បូជនីយដ្ឋាននេះមានឈ្មោះថា លោហប្រាសាទឬប្រាសាទដែលធ្វើដោយលោហៈ
"In ancient times, buildings have both the cavaes and the tabernacle",ក្នុងសម័យបុរាណ អាគារ មានទាំងរោងបាយ និងរោងឧបោសថ
"The tabernacle has burying, where the monk performed Heards",រោងឧបោសថ មានបញ្ចុះសីមាដែលជាកន្លែងសម្រាប់ព្រះសង្ឃសម្តែងព្រះបាតិមោក្ខ
(Every half months once a monument has to hear the Anena,(រាល់កន្លះខែម្តងភិក្ខុសង្ឃត្រូវប្រជុំគ្នាស្តាប់អាណាបាតិមោក្ខនេះ
")
The molor with the famous name was built by 9-story King Tunny",")
លោហប្រាសាទដែលមានឈ្មោះដ៏ល្បីល្បាញនេះ បានកសាងឡើងដោយព្រះបាទ ទុដ្ឋគាមិនី មានចំនួន៩ជាន់"
One building is 122m long,អាគារម្ខាងៗ មានបណ្តោយ១២២ម
The bolt built for six years in the model bringing from the situation of the situation,លោហមហាប្រាសាទ កសាងអស់រយៈកាល៦ ឆ្នាំ តាមគំរូនាំមកពីស្ថានតាវតឹង្ស
"In Kingdom's kingdom, the man's manicemen was destroyed",នៅក្នុងរាជ្យរបស់ព្រះបាទ សទ្ធាតិស្ស លោហប្រាសាទត្រូវបានគេបំផ្លាញខ្ទេចខ្ទី
"When he ran across the Nigantha Giri, named Nigantha Giri has insulted him",នៅពេល ព្រះអង្គបានរត់ភាសព្រះកាយឆ្លងកាត់ វត្តអភ័យគីរី និគ្រន្ថឈ្មោះ គិរិ (Nigantha Giri) បានជេរប្រមាថ មើលងាយព្រះអង្គ
"Family of 5,000 multi-sunulators and a multiplication, when the monastery was only 3,000",ក្នុងអភ័យគីរីវិហារមានភិក្ខុសង្ឃ ជាពហុ-សូត្រចំនួន៥០០០អង្គ និងបណ្ណាល័យមួយយ៉ាងធំ ទូលាយ  នៅពេលដែលវត្តមហាវិហារមានត្រឹមតែ ៣០០០អង្គ
History tells us that the strapcape of the Buddha has been owned in the Directory shrine,ប្រវត្តិសាស្ត្របានប្រាប់យើងថា វត្ថពន្ធចង្កេះមួយ កំណាត់របស់ព្រះសម្មាសម្ពុទ្ធជាម្ចាស់ បានដម្កល់ទុកក្នុងចេតិយជេតវនារាមនេះ
The chill is 122m tall that considers the highest stupas in the world,ព្រះចេតិយនេះ មានកំពស់១២២ម ដែលចាត់ថាជាចេតិយដ៏ខ្ពស់បំផុតលើពិភពលោកនេះ
This shrine belongs to the Sāgalika sect,ចេតិយនេះ ជាកម្មសិទ្ធិរបស់និកាយ សាគលិក (Sāgalika)
"The campus was 3.3 hectares, and 176 meter length had the four stairs of stairs",បរិវេណព្រះចេតិយនេះមាន៣.៣ហិចតា ហើយប្រវែងចេតិយម្ខាងៗ មានចំនួន១៧៦ម មានកាំជណ្តើរ្រគប់ទាំងបួន
